topicIdx,short,key,usercode,created,long,version,mode,conf,wordNum,duration,randomImage_idx
33,Live better longer,5181008580182016,3PE1FCWG,2015-03-06T14:44:27,People who are liked live better and longer lives.,4,histogram,4,5,73,3
12,Popular internet uses.,5181175278600192,5B20KONS,2015-03-05T12:04:01,Various popular internet uses being described.,4,histogram,4,20,51,1
28,Museum collection,5181671347322880,OD524A0T,2015-03-05T17:16:40,Various collections at a museum,4,topic-in-a-box,4,10,44,1
44,art,5181878042624000,K6GGSQJ2,2015-03-04T04:34:36,"The visual arts, specifically in a theater environment.",4,word,4,10,44,2
3,Media,5182177348157440,QBKE36IN,2015-03-05T19:28:47,It is the transfer of information using different formats.,4,topic-in-a-box,4,20,62,3
49,Travel in China,5182686570217472,O7GPR67M,2015-03-03T06:44:40,It's comparing travel in China and Canada.,4,histogram,2,20,48,5
48,contract of a team,5183233641676800,SKKTRCSD,2015-03-03T13:58:39,This is about contract negtiations.,4,word,4,5,40,3
49,Baseball season,5185287441350656,FPKGFK2T,2015-03-05T18:57:07,This is about a baseball team and writing contracts for players.,4,topic-in-a-box,4,5,28,3
39,energy,5186119859699712,VJW7RPWG,2015-03-05T15:56:30,words used to describe energy market ?,4,wordcloud,4,20,65,4
30,American/Iraqi conflict,5187135082594304,JYON8IL4,2015-03-05T11:58:19,The American conflict in Iraq has had many phases.,4,word,3,10,82,5
30,Coperations,5187434388127744,IF818QOL,2015-03-06T01:54:52,Discussed the corporate world and how they marketed,4,topic-in-a-box,4,20,77,1
35,financial planning,5188387602432000,BJ7SWDZV,2015-03-05T02:36:17,There are options for financial planning.,4,wordcloud,5,20,21,5
15,Museum Movies,5188998293094400,6GLJACV6,2015-03-06T03:33:00,A night at the museum to watch movies by artists and directors.,4,wordcloud,4,10,154,2
21,questions about issue,5189505904541696,365EC025,2015-03-03T13:29:01,The public has many questions about the recent news report. ,4,word,4,10,111,3
43,New television series,5189729779712000,ILQ96JQ0,2015-03-05T17:26:09,A new tv series that follows lives of young people.,4,word,4,20,63,2
18,michael scott league,5189804673204224,5CWDK6FV,2015-03-05T12:45:58,michael scott from the office is coaching a baseball league.,4,word,5,20,46,3
25,higher education,5190166524198912,7QNY5URD,2015-03-05T15:59:44,"The articles are about students in higher education, after high school.",4,word,5,5,56,1
16,working from home,5191472462692352,3AOFKJR9,2015-03-03T08:25:01,People who work from their home,4,word,5,5,19,4
1,Healthcare,5192125029285888,J0E36QGB,2015-03-05T21:27:54,This is about state sponsored healthcare.,4,wordcloud,3,10,66,1
13,Digital Communications,5192684180340736,P9TEE3MF,2015-03-03T04:18:38,A discussion of digital communications.,4,topic-in-a-box,4,20,64,3
49,homelessness immigration ,5193163606065152,XZ3NPR16,2015-03-03T09:52:41,Topic seems to be homlessness for immigrates in Canada. ,4,word,3,20,62,1
27,Fashion Design,5193344263127040,7EKG0UUJ,2015-03-05T15:08:37,Fashion is being directing on an Indian trend.,4,histogram,4,5,55,5
43,Young Marriage,5193727588958208,WEWU8U98,2015-03-05T19:14:37,Both women and men are getting married and having children later in life as careers are coming first.,4,word,3,10,52,5
31,war on terrorism,5194958633959424,E15R85WK,2015-03-03T07:28:31,A decade long conflict with little end in sight. ,4,topic-in-a-box,4,10,25,4
7,President Bush Presidency,5195583014830080,E6GW3S1H,2015-03-05T17:14:01,The words refer to the George Bush presidency in the United States. ,4,topic-in-a-box,5,20,47,2
15,Drug research,5196230481149952,ITY101AW,2015-03-05T12:44:45,An article about new drug research.,4,topic-in-a-box,4,5,17,5
20,politics,5196832581877760,CAFM97LJ,2015-03-03T07:16:33,articles about New York City Mayor Michael Bloomberg,4,wordcloud,4,20,91,5
32,Authors and Books,5197278990041088,Y2F9QR6Q,2015-03-05T02:11:53,Descriptions of events in books and types of books,4,word,4,20,51,4
16,carrers,5197563800059904,WRNEWC2F,2015-03-05T15:52:48,Balancing home life with your job.,4,wordcloud,3,5,26,5
42,someone died,5197794386116608,FTXVLT8I,2015-03-05T13:40:27,A fatal accident where the husband died and the wife lived,4,wordcloud,3,10,21,1
34,life,5198085907021824,G5IXSBD8,2015-03-05T16:49:15,life is swell.,4,wordcloud,3,10,6,3
6,Iraq War,5198767464644608,HIJB7NP0,2015-03-06T06:57:48,the military conflict started by President Bush in Iraq,4,histogram,5,5,34,4
33,author autobiography,5200313652871168,9KJP0Q18,2015-03-06T15:32:09,article about an author,4,topic-in-a-box,2,20,130,4
38,venus or serena zilliams,5200836028268544,AMMLSN2V,2015-03-05T16:32:18,The results of a tennis match.,4,histogram,5,5,115,5
12,Internet,5201721865273344,SX9WG4B0,2015-03-05T19:18:49,Discussion of internet uses and companies that specialize in the internet.,4,histogram,4,20,30,1
2,News,5202252830605312,X13QUNZT,2015-03-05T21:51:23,This is how we receive news.,4,wordcloud,4,20,16,2
46,activities,5202684474818560,BUXP50R0,2015-03-05T18:09:45,these are good events to do in spare time,4,word,4,5,15,2
9,World ski competetion,5204024504614912,651LUOQV,2015-03-05T15:19:42,Report on a world ski competetion being held in the U.S.,4,word,3,5,44,4
48,United States Finances,5206170377650176,E6GW3S1H,2015-03-05T17:14:01,The words refer to United States governments financial system.,4,topic-in-a-box,5,20,67,2
21,Jersey City Island,5206601484992512,0RH3E8NF,2015-03-05T20:33:04,Locals of New Jersey city island,4,topic-in-a-box,1,5,36,2
8,Real Estate,5209468912533504,MLF5U093,2015-03-05T20:39:07,Cost of real estate in states.,4,histogram,3,10,34,2
44,culture,5210621574381568,2CDPSSHI,2015-03-05T17:59:19,Cultural events. The worlds likely represent a list of cultural events that can be attended or possibly reviews of these events.,4,wordcloud,3,10,38,3
3,History of church,5210928127672320,KCUVD8GJ,2015-03-03T12:16:39,New book reveals church history,4,histogram,3,10,48,5
14,Health study,5214030167801856,E4KJEX2P,2015-03-05T18:29:51,article concerning new possible medical treatments for various ailments,4,histogram,4,5,51,3
30,advertising and marketing,5214916004806656,DIVDHG6O,2015-03-06T03:40:18,How companies advertise and market.,4,topic-in-a-box,3,10,39,1
23,death of a person ,5215850428628992,XLZQLPUJ,2015-03-03T06:41:38,article about a person who is the president of so.ething dying,4,histogram,4,5,45,1
11,people,5215878614351872,D0UZBUSX,2015-03-06T07:17:31,the concept is people,4,word,1,10,14,4
28,Superpower,5216118058778624,FIKH9YBC,2015-03-05T21:34:10,This discusses the US as a national superpower,4,histogram,2,5,24,1
20,State Provisions ,5216554803265536,1O7A21SC,2015-03-05T18:58:25,Something dealing with money and how a state legislature passed something in the NY/NJ area.,4,wordcloud,4,20,70,4
1,new york legislature,5219072459407360,B8R8L816,2015-03-03T13:58:34,The article is about the New York state legislature passing bills on health insurance,4,word,5,20,161,2
37,politics,5219123462144000,9ETAJ0X5,2015-03-03T12:19:08, The words represent a political issue or argument.,4,word,4,5,35,5
21,communication,5219551885131776,FM54YUDZ,2015-03-04T06:23:47,different forms of communication and or ways to pass information.,4,word,4,20,80,2
37,politics,5219732542193664,YN6KZFAB,2015-03-05T17:59:53,These words have to do with the American political system,4,wordcloud,4,20,19,2
39,oil impacts environment,5220773266456576,Y6Y9NM4B,2015-03-03T12:23:18,It s about how oil and energy needs impact the environment.,4,histogram,4,10,39,3
45,Car brands,5221090288730112,6H5MYHAE,2015-03-05T21:37:53,This is talking about ford cars,4,histogram,4,5,16,3
36,"Construction on a new building, street, park in a city",5221346913026048,7N4VF1Q1,2015-03-04T10:55:24,"Construction project for new building, street, park, etc. in a city?",4,histogram,2,10,39,5
29,false advertising,5221971293896704,AOVTZ2Y0,2015-03-05T20:44:57, deceptive claims about a product or service,4,wordcloud,3,20,62,1
44,art,5222618760216576,RUH643FD,2015-03-05T16:38:24,This relates to performance arts in society.,4,wordcloud,4,20,28,2
28,designers,5223571974520832,DEJKBGVE,2015-03-03T03:26:47,Collection of photos shows designers from differant eras.,4,topic-in-a-box,3,20,141,3
29,international relations,5223952079126528,XB2FBQ56,2015-03-05T18:13:33,This is how international relations works.,4,topic-in-a-box,4,10,22,1
11,Look at me,5224182665183232,H40KBT31,2015-03-05T16:45:41,The are look what I got random words babbled by a child.,4,word,5,20,36,5
1,health insurance  ,5224474186088448,6MKCH3N2,2015-03-05T23:09:20,governor talks about health insurance ,4,word,3,10,68,4
7,Address,5225098030088192,51YAF12W,2015-03-04T04:41:13,Identifying information for location,4,word,4,5,14,5
27,fashion,5225436258762752,J9XOZHHE,2015-03-03T02:49:01,These words have to do with the fashion industry.,4,word,2,10,28,5
22,Family Ties,5227309401374720,BZ7ZSUVG,2015-03-05T15:02:43,The entire family lives at home with children.,4,word,4,5,44,5
21,New York,5227491132178432,SC85Y3J4,2015-03-05T16:50:57,New York is a state on the east coast of the USA.,4,topic-in-a-box,4,10,25,5
42,Tragic family death.,5228103433453568,985VN8GO,2015-03-04T04:35:01,A family member has recently died tragically and the service is planned.,4,word,4,20,67,4
29,false advertising claims,5228288653918208,LF6KSFVU,2015-03-05T04:32:56,It is a discussion of a a charge of false advertising.,4,wordcloud,3,10,67,3
17,Federal Court Case,5228911961047040,6GZT824V,2015-03-05T13:15:52,A report from a federal court case and the judge's ruling.,4,wordcloud,3,5,25,1
8,Stock Market,5232026617643008,PZOQZAQM,2015-03-03T13:33:04,Stock Market increases.,4,word,2,20,143,1
7,Real Estate,5232463362129920,HSX56ZVE,2015-03-03T07:10:15,A real estate listing site to find houses and apartments.,4,wordcloud,4,10,89,4
1,Health care,5232622812790784,SYASPRAM,2015-03-03T07:30:24,Article about a state's health care and health insurance.,4,wordcloud,4,10,28,2
23,family business death,5233951836733440,2VENZH0D,2015-03-05T16:20:18,death of president of family business,4,wordcloud,3,5,39,1
18,Government Offices,5234953906290688,05PCE9UZ,2015-03-06T15:02:57,"This is a article on the terms of government officials, in Los Angeles, and San Francisco in California.",4,histogram,4,5,164,4
27,Fall Fashion Week,5236906237362176,D09WG3MR,2015-03-05T14:57:41,The fashion collection is of an Indiam design,4,word,5,5,40,3
28,international nuclear ,5237437202694144,ZXU3ML9M,2015-03-05T16:04:24,United States is negotiating use of nuclear weapons.,4,wordcloud,4,5,47,4
10,Travel,5238896417832960,QEJ75TAY,2015-03-05T20:04:39,Articles about airline travel,4,wordcloud,4,10,36,5
22,nuclear family strength,5239173980094464,MTFW8SR6,2015-03-05T05:46:49,A married couple with kids in a home is the foundation of a good society.,4,wordcloud,5,20,64,1
2,network stats,5239911640727552,6O7RETY5,2015-03-05T16:17:51,report on tv network statistics,4,histogram,4,20,23,2
9,Vacation Resort,5241785857081344,LBMODTT1,2015-03-05T15:10:59,The article is about a resort that has hosted skiing competitions and also have golf courses.,4,histogram,5,10,52,3
44,Music Center,5241972688158720,4R6ZY5E3,2015-03-05T17:44:57,"This year's Music Center lineup includes ballet, opera, and drama",4,wordcloud,3,10,30,3
41,sports,5242282462674944,3ITZJPTZ,2015-03-05T00:44:13,Information about sports and their rules and terminology.,4,topic-in-a-box,4,5,50,1
25,university students,5243870795268096,UZC26DPW,2015-03-03T04:57:06,Relationship between higher education students and their schools.,4,histogram,4,5,38,2
17,life-work balance,5245880839962624,Z2AYJ412,2015-03-03T13:28:51,I'm guessing this is about life-work balance.,4,topic-in-a-box,3,10,44,3
1,health insurance,5248767057985536,EJ7NJ3J2,2015-03-03T11:31:22,State health insurance listings.,4,histogram,4,5,53,4
35,Company's Details,5248998717784064,QNL9XO3M,2015-03-04T01:31:47,Financial and economic details of a company ,4,word,4,10,55,4
37,Political parties,5249406471241728,SF20WZHV,2015-03-03T07:28:17,Government entities with power,4,histogram,3,5,42,5
9,Revenue,5251377324359680,C30IZ7L3,2015-03-06T04:20:54,these words are used to descirbe revenue over a period of time,4,topic-in-a-box,5,10,51,1
1,State health care,5252040091500544,JB0BCZ1W,2015-03-05T16:44:12,An article about health insurance in the state of New York under Governor Spitzer.,4,word,4,10,53,2
49,Mass transit,5252246786801664,2UX7UQO9,2015-03-03T23:14:33,A story about mass transit/public transportation.,4,word,4,10,72,2
16,retirement plans,5252546092335104,TIB67OM7,2015-03-05T17:54:44,Investing for retirement,4,wordcloud,4,20,183,4
3,religious affiliation,5255656185528320,T0FKJFD2,2015-03-05T18:10:46,faith,4,word,4,5,11,3
24,Sports,5256766166138880,74RXFTPD,2015-03-03T07:50:26,The super bowl at the end of football season.,4,wordcloud,3,20,28,4
0,Military,5258756346609664,VX73TTTF,2015-03-04T08:34:17,The US Milarity in relation to the Iraqi situation.,4,topic-in-a-box,5,5,31,1
23,Memorial,5259367037272064,1RO9MD63,2015-03-05T21:44:49,This is a place to remember people.,4,word,4,10,23,1
38,U.S. Open results,5259564874203136,URNJ2R3N,2015-03-05T14:56:27,Tennis,4,word,4,20,44,2
24,"football, playoffs, superbowl",5259874648719360,2TSOLRRT,2015-03-03T10:57:18,A set of articles discussing upcoming playoff football games.,4,word,4,20,45,2
15,Medical Research,5260098523889664,ZUYVPHVV,2015-03-05T16:43:40,Medical research on certain conditions is leading to new drugs,4,topic-in-a-box,5,5,45,2
26,Jazz music,5260535268376576,DSEU7SUD,2015-03-05T15:16:11,Jazz music is from New Orleans,4,wordcloud,3,5,16,5
40,sports,5260620630851584,LEYNZ1CC,2015-03-04T04:37:27,competative game that is played either for fun or professionally ,4,word,3,10,25,5
26,jazz band album,5263532350242816,2KKCZTSC,2015-03-03T06:59:21,a jazz band almbum that influenced someone or recently came out,4,histogram,4,5,29,4
20,Book genres,5263713007304704,U6QESW5W,2015-03-05T13:11:51,"Different types of books include history, biographical, and review books.",4,topic-in-a-box,2,5,118,4
31,military,5264096333135872,I4QWA3HB,2015-03-05T18:13:06,these are military ideals that we strive to protect,4,topic-in-a-box,4,5,15,1
45,Arts ,5264730914553856,LNWS6WPW,2015-03-04T21:01:18,"Many theaters support the works of many different arts programs such as symphony orchestras, ballets, operas, and dance.",4,topic-in-a-box,4,20,49,1
47,Federal government.,5265327378137088,456LYYCF,2015-03-03T06:15:41,Different topics discussed by various sectors of the United States Government.,4,histogram,4,20,31,1
38,Golf,5265355563859968,PTDHRK3X,2015-03-05T20:17:38,A number of terms relating to golf,4,histogram,1,10,35,1
27,music review,5265951759007744,AXH10FOS,2015-03-05T16:22:50,"Discussing various music categories, mainly about jazz",4,topic-in-a-box,4,20,26,2
15,visual arts displays,5267210989731840,JIETTK3K,2015-03-05T04:25:28,These compare art galleries to movies.,4,word,4,20,63,2
34,Social Work,5267647734218752,TZF1YG00,2015-03-04T13:23:14,This concept concerns statistics which fall into the genre of sociology ,4,topic-in-a-box,2,20,34,2
18,Cali terms,5267807184879616,J9YYL19N,2015-03-04T18:23:15,Most likley an article talking about certain terms that California residents use and campairing them with eachother.,4,wordcloud,5,5,75,1
40,Gas prices,5268454651199488,60UX58YQ,2015-03-05T16:15:11,Gas prices are changing,4,topic-in-a-box,2,5,36,5
11,Air travel,5268840929820672,8TDODVYW,2015-03-03T12:35:53,Something to do with the TSA,4,topic-in-a-box,3,5,43,4
49,Chinese transit,5269136208822272,KQPF7FAX,2015-03-05T21:46:48,This is chinese transportation.,4,wordcloud,3,10,19,3
7,real estate,5271204772446208,TW4RQGO4,2015-03-05T15:15:02,These remind me of selling or buying a home.,4,histogram,4,10,27,2
13,news involving police,5272090609451008,8XKRTVIK,2015-03-05T17:57:25,News story about police officer involving a killing.,4,histogram,4,5,45,2
16,renovation,5272621574782976,0GM4089O,2015-03-05T20:35:03,descripion of a home renovation,4,histogram,3,5,25,4
